0.00125,1,0,1,2.5
0.00375,1,0,1,2.5
0.00625,1,0,1,2.5
0.00875,1,0,1,2.5
0.01125,1,0,1,2.5
0.01375,1,0,1,2.5
0.01625,1,0,1,2.5
0.01875,1,0,1,2.5
0.02125,1,0,1,2.5
0.02375,1,0,1,2.5
0.02625,1,0,1,2.5
0.02875,1,0,1,2.5
0.03125,1,0,1,2.5
0.03375,1,0,1,2.5
0.03625,1,0,1,2.5
0.03875,1,0,1,2.5
0.04125,1,0,1,2.5
0.04375,1,0,1,2.5
0.04625,1,0,1,2.5
0.04875,1,0,1,2.5
0.05125,1,0,1,2.5
0.05375,1,0,1,2.5
0.05625,1,0,1,2.5
0.05875,1,0,1,2.5
0.06125,1,0,1,2.5
0.06375,1,0,1,2.5
0.06625,1,0,1,2.5
0.06875,1,0,1,2.5
0.07125,1,0,1,2.5
0.07375,1,0,1,2.5
0.07625,1,0,1,2.5
0.07875,1,0,1,2.5
0.08125,1,0,1,2.5
0.08375,1,0,1,2.5
0.08625,1,0,1,2.5
0.08875,1,0,1,2.5
0.09125,1,0,1,2.5
0.09375,1,0,1,2.5
0.09625,1,0,1,2.5
0.09875,1,0,1,2.5
0.10125,1,0,1,2.5
0.10375,1,0,1,2.5
0.10625,1,0,1,2.5
0.10875,1,0,1,2.5
0.11125,1,0,1,2.5
0.11375,1,0,1,2.5
0.11625,1,0,1,2.5
0.11875,1,0,1,2.5
0.12125,1,0,1,2.5
0.12375,1,0,1,2.5
0.12625,1,0,1,2.5
0.12875,1,0,1,2.5
0.13125,1,0,1,2.5
0.13375,1,0,1,2.5
0.13625,1,0,1,2.5
0.13875,1,0,1,2.5
0.14125,1,0,1,2.5
0.14375,1,0,1,2.5
0.14625,1,0,1,2.5
0.14875,1,0,1,2.5
0.15125,1,0,1,2.5
0.15375,1,0,1,2.5
0.15625,1,0,1,2.5
0.15875,1,0,1,2.5
0.16125,1,0,1,2.5
0.16375,1,0,1,2.5
0.16625,1,0,1,2.5
0.16875,1,0,1,2.5
0.17125,1,0,1,2.5
0.17375,1,0,1,2.5
0.17625,1,0,1,2.5
0.17875,1,0,1,2.5
0.18125,1,0,1,2.5
0.18375,1,0,1,2.5
0.18625,1,0,1,2.5
0.18875,1,0,1,2.5
0.19125,1,0,1,2.5
0.19375,1,0,1,2.5
0.19625,1,0,1,2.5
0.19875,1,0,1,2.5
0.20125,1,0,1,2.5
0.20375,1,0,1,2.5
0.20625,1,0,1,2.5
0.20875,1,0,1,2.5
0.21125,1,0,1,2.5
0.21375,1,0,1,2.5
0.21625,1,0,1,2.5
0.21875,1,0,1,2.5
0.22125,1,0,1,2.5
0.22375,1,0,1,2.5
0.22625,1,0,1,2.5
0.22875,1,0,1,2.5
0.23125,1,0,1,2.5
0.23375,1,0,1,2.5
0.23625,1,0,1,2.5
0.23875,1,0,1,2.5
0.24125,1,0,1,2.5
0.24375,1,0,1,2.5
0.24625,1,0,1,2.5
0.24875,1,0,1,2.5
0.25125,1,0,1,2.5
0.25375,1,0,1,2.5
0.25625,1,0,1,2.5
0.25875,1,0,1,2.5
0.26125,1,0,1,2.5
0.26375,1,0,1,2.5
0.26625,1,0,1,2.5
0.26875,1,0,1,2.5
0.27125,1,0,1,2.5
0.27375,1,0,1,2.5
0.27625,1,0,1,2.5
0.27875,1,0,1,2.5
0.28125,1,0,1,2.5
0.28375,1,0,1,2.5
0.28625,1,0,1,2.5
0.28875,1,0,1,2.5
0.29125,1,0,1,2.5
0.29375,1,0,1,2.5
0.29625,1,0,1,2.5
0.29875,1,0,1,2.5
0.30125,1,0,1,2.5
0.30375,1,0,1,2.5
0.30625,1,0,1,2.5
0.30875,1,0,1,2.5
0.31125,1,0,1,2.5
0.31375,1,0,1,2.5
0.31625,1,0,1,2.5
0.31875,1,0,1,2.5
0.32125,1,0,1,2.5
0.32375,0.994226919,0.006846631,0.991927029,2.494216889
0.32625,0.982597704,0.020735519,0.975721878,2.482505999
0.32875,0.971077564,0.034624408,0.959744182,2.470822666
0.33125,0.959665729,0.048513297,0.943991275,2.45916689
0.33375,0.948361434,0.062402186,0.928460514,2.447538672
0.33625,0.937163918,0.076291075,0.913149284,2.435938011
0.33875,0.926072421,0.090179964,0.898054992,2.424364907
0.34125,0.91508619,0.104068853,0.88317507,2.412819361
0.34375,0.904204472,0.117957742,0.868506976,2.401301372
0.34625,0.893426522,0.131846631,0.854048191,2.38981094
0.34875,0.882751594,0.145735519,0.839796219,2.378348066
0.35125,0.872178949,0.159624408,0.82574859,2.366912749
0.35375,0.86170785,0.173513297,0.811902856,2.355504989
0.35625,0.851337563,0.187402186,0.798256593,2.344124786
0.35875,0.841067359,0.201291075,0.784807402,2.332772141
0.36125,0.830896512,0.215179964,0.771552903,2.321447054
0.36375,0.820824298,0.229068853,0.758490744,2.310149523
0.36625,0.810849999,0.242957742,0.745618593,2.29887955
0.36875,0.8009729,0.256846631,0.732934139,2.287637134
0.37125,0.791192287,0.270735519,0.720435099,2.276422275
0.37375,0.781507453,0.284624408,0.708119206,2.265234974
0.37625,0.771917692,0.298513297,0.69598422,2.25407523
0.37875,0.762422303,0.312402186,0.68402792,2.242943044
0.38125,0.753020586,0.326291075,0.672248109,2.231838414
0.38375,0.743711849,0.340179964,0.660642609,2.220761342
0.38625,0.734495398,0.354068853,0.649209267,2.209711828
0.38875,0.725370547,0.367957742,0.637945949,2.198689871
0.39125,0.71633661,0.381846631,0.626850543,2.187695471
0.39375,0.707392907,0.395735519,0.615920957,2.176728628
0.39625,0.69853876,0.409624408,0.605155121,2.165789342
0.39875,0.689773495,0.423513297,0.594550985,2.154877614
0.40125,0.681096441,0.437402186,0.584106521,2.143993444
0.40375,0.67250693,0.451291075,0.57381972,2.13313683
0.40625,0.664004298,0.465179964,0.563688594,2.122307774
0.40875,0.655587885,0.479068853,0.553711174,2.111506275
0.41125,0.647257034,0.492957742,0.543885512,2.100732334
0.41375,0.639011089,0.506846631,0.534209679,2.08998595
0.41625,0.630849401,0.520735519,0.524681768,2.079267123
0.41875,0.622771322,0.534624408,0.515299888,2.068575854
0.42125,0.614776208,0.548513297,0.506062169,2.057912141
0.42375,0.606863419,0.562402186,0.496966762,2.047275987
0.42625,0.599032316,0.576291075,0.488011834,2.036667389
0.42875,0.591282267,0.590179964,0.479195572,2.026086349
0.43125,0.58361264,0.604068853,0.470516182,2.015532866
0.43375,0.576022807,0.617957742,0.46197189,2.00500694
0.43625,0.568512144,0.631846631,0.453560938,1.994508572
0.43875,0.561080031,0.645735519,0.445281588,1.984037761
0.44125,0.553725849,0.659624408,0.437132118,1.973594508
0.44375,0.546448985,0.673513297,0.429110827,1.963178811
0.44625,0.539248826,0.687402186,0.421216031,1.952790672
0.44875,0.532124765,0.701291075,0.413446062,1.942430091
0.45125,0.525076197,0.715179964,0.405799272,1.932097066
0.45375,0.51810252,0.729068853,0.398274028,1.921791599
0.45625,0.511203137,0.742957742,0.390868718,1.91151369
0.45875,0.504377451,0.756846631,0.383581742,1.901263337
0.46125,0.497624871,0.770735519,0.376411522,1.891040542
0.46375,0.490944808,0.784624408,0.369356495,1.880845305
0.46625,0.484336676,0.798513297,0.362415113,1.870677624
0.46875,0.477799893,0.812402186,0.355585848,1.860537501
0.47125,0.47133388,0.826291075,0.348867186,1.850424935
0.47375,0.46493806,0.840179964,0.34225763,1.840339927
0.47625,0.45861186,0.854068853,0.335755701,1.830282476
0.47875,0.452354711,0.867957742,0.329359932,1.820252582
0.48125,0.446166045,0.881846631,0.323068877,1.810250245
0.48375,0.440045299,0.895735519,0.316881102,1.800275466
0.48625,0.433991912,0.909624408,0.310795191,1.790328244
0.48875,0.428005327,0.923513297,0.304809743,1.78040858
0.49125,0.426319428,0.92745262,0.303130178,1.777600069
0.49375,0.426319428,0.92745262,0.303130178,1.777600069
0.49625,0.426319428,0.92745262,0.303130178,1.777600069
0.49875,0.426319428,0.92745262,0.303130178,1.777600069
0.50125,0.426319428,0.92745262,0.303130178,1.777600069
0.50375,0.426319428,0.92745262,0.303130178,1.777600069
0.50625,0.426319428,0.92745262,0.303130178,1.777600069
0.50875,0.426319428,0.92745262,0.303130178,1.777600069
0.51125,0.426319428,0.92745262,0.303130178,1.777600069
0.51375,0.426319428,0.92745262,0.303130178,1.777600069
0.51625,0.426319428,0.92745262,0.303130178,1.777600069
0.51875,0.426319428,0.92745262,0.303130178,1.777600069
0.52125,0.426319428,0.92745262,0.303130178,1.777600069
0.52375,0.426319428,0.92745262,0.303130178,1.777600069
0.52625,0.426319428,0.92745262,0.303130178,1.777600069
0.52875,0.426319428,0.92745262,0.303130178,1.777600069
0.53125,0.426319428,0.92745262,0.303130178,1.777600069
0.53375,0.426319428,0.92745262,0.303130178,1.777600069
0.53625,0.426319428,0.92745262,0.303130178,1.777600069
0.53875,0.426319428,0.92745262,0.303130178,1.777600069
0.54125,0.426319428,0.92745262,0.303130178,1.777600069
0.54375,0.426319428,0.92745262,0.303130178,1.777600069
0.54625,0.426319428,0.92745262,0.303130178,1.777600069
0.54875,0.426319428,0.92745262,0.303130178,1.777600069
0.55125,0.426319428,0.92745262,0.303130178,1.777600069
0.55375,0.426319428,0.92745262,0.303130178,1.777600069
0.55625,0.426319428,0.92745262,0.303130178,1.777600069
0.55875,0.426319428,0.92745262,0.303130178,1.777600069
0.56125,0.426319428,0.92745262,0.303130178,1.777600069
0.56375,0.426319428,0.92745262,0.303130178,1.777600069
0.56625,0.426319428,0.92745262,0.303130178,1.777600069
0.56875,0.426319428,0.92745262,0.303130178,1.777600069
0.57125,0.426319428,0.92745262,0.303130178,1.777600069
0.57375,0.426319428,0.92745262,0.303130178,1.777600069
0.57625,0.426319428,0.92745262,0.303130178,1.777600069
0.57875,0.426319428,0.92745262,0.303130178,1.777600069
0.58125,0.426319428,0.92745262,0.303130178,1.777600069
0.58375,0.426319428,0.92745262,0.303130178,1.777600069
0.58625,0.426319428,0.92745262,0.303130178,1.777600069
0.58875,0.426319428,0.92745262,0.303130178,1.777600069
0.59125,0.426319428,0.92745262,0.303130178,1.777600069
0.59375,0.426319428,0.92745262,0.303130178,1.777600069
0.59625,0.426319428,0.92745262,0.303130178,1.777600069
0.59875,0.426319428,0.92745262,0.303130178,1.777600069
0.60125,0.426319428,0.92745262,0.303130178,1.777600069
0.60375,0.426319428,0.92745262,0.303130178,1.777600069
0.60625,0.426319428,0.92745262,0.303130178,1.777600069
0.60875,0.426319428,0.92745262,0.303130178,1.777600069
0.61125,0.426319428,0.92745262,0.303130178,1.777600069
0.61375,0.426319428,0.92745262,0.303130178,1.777600069
0.61625,0.426319428,0.92745262,0.303130178,1.777600069
0.61875,0.426319428,0.92745262,0.303130178,1.777600069
0.62125,0.426319428,0.92745262,0.303130178,1.777600069
0.62375,0.426319428,0.92745262,0.303130178,1.777600069
0.62625,0.426319428,0.92745262,0.303130178,1.777600069
0.62875,0.426319428,0.92745262,0.303130178,1.777600069
0.63125,0.426319428,0.92745262,0.303130178,1.777600069
0.63375,0.426319428,0.92745262,0.303130178,1.777600069
0.63625,0.426319428,0.92745262,0.303130178,1.777600069
0.63875,0.426319428,0.92745262,0.303130178,1.777600069
0.64125,0.265573712,0.92745262,0.303130178,2.853540888
0.64375,0.265573712,0.92745262,0.303130178,2.853540888
0.64625,0.265573712,0.92745262,0.303130178,2.853540888
0.64875,0.265573712,0.92745262,0.303130178,2.853540888
0.65125,0.265573712,0.92745262,0.303130178,2.853540888
0.65375,0.265573712,0.92745262,0.303130178,2.853540888
0.65625,0.265573712,0.92745262,0.303130178,2.853540888
0.65875,0.265573712,0.92745262,0.303130178,2.853540888
0.66125,0.265573712,0.92745262,0.303130178,2.853540888
0.66375,0.265573712,0.92745262,0.303130178,2.853540888
0.66625,0.265573712,0.92745262,0.303130178,2.853540888
0.66875,0.265573712,0.92745262,0.303130178,2.853540888
0.67125,0.265573712,0.92745262,0.303130178,2.853540888
0.67375,0.265573712,0.92745262,0.303130178,2.853540888
0.67625,0.265573712,0.92745262,0.303130178,2.853540888
0.67875,0.265573712,0.92745262,0.303130178,2.853540888
0.68125,0.265573712,0.92745262,0.303130178,2.853540888
0.68375,0.265573712,0.92745262,0.303130178,2.853540888
0.68625,0.265573712,0.92745262,0.303130178,2.853540888
0.68875,0.265573712,0.92745262,0.303130178,2.853540888
0.69125,0.265573712,0.92745262,0.303130178,2.853540888
0.69375,0.265573712,0.92745262,0.303130178,2.853540888
0.69625,0.265573712,0.92745262,0.303130178,2.853540888
0.69875,0.265573712,0.92745262,0.303130178,2.853540888
0.70125,0.265573712,0.92745262,0.303130178,2.853540888
0.70375,0.265573712,0.92745262,0.303130178,2.853540888
0.70625,0.265573712,0.92745262,0.303130178,2.853540888
0.70875,0.265573712,0.92745262,0.303130178,2.853540888
0.71125,0.265573712,0.92745262,0.303130178,2.853540888
0.71375,0.265573712,0.92745262,0.303130178,2.853540888
0.71625,0.265573712,0.92745262,0.303130178,2.853540888
0.71875,0.265573712,0.92745262,0.303130178,2.853540888
0.72125,0.265573712,0.92745262,0.303130178,2.853540888
0.72375,0.265573712,0.92745262,0.303130178,2.853540888
0.72625,0.265573712,0.92745262,0.303130178,2.853540888
0.72875,0.265573712,0.92745262,0.303130178,2.853540888
0.73125,0.265573712,0.92745262,0.303130178,2.853540888
0.73375,0.265573712,0.92745262,0.303130178,2.853540888
0.73625,0.265573712,0.92745262,0.303130178,2.853540888
0.73875,0.265573712,0.92745262,0.303130178,2.853540888
0.74125,0.265573712,0.92745262,0.303130178,2.853540888
0.74375,0.265573712,0.92745262,0.303130178,2.853540888
0.74625,0.265573712,0.92745262,0.303130178,2.853540888
0.74875,0.265573712,0.92745262,0.303130178,2.853540888
0.75125,0.265573712,0.92745262,0.303130178,2.853540888
0.75375,0.265573712,0.92745262,0.303130178,2.853540888
0.75625,0.265573712,0.92745262,0.303130178,2.853540888
0.75875,0.265573712,0.92745262,0.303130178,2.853540888
0.76125,0.265573712,0.92745262,0.303130178,2.853540888
0.76375,0.125,0,0.1,2
0.76625,0.125,0,0.1,2
0.76875,0.125,0,0.1,2
0.77125,0.125,0,0.1,2
0.77375,0.125,0,0.1,2
0.77625,0.125,0,0.1,2
0.77875,0.125,0,0.1,2
0.78125,0.125,0,0.1,2
0.78375,0.125,0,0.1,2
0.78625,0.125,0,0.1,2
0.78875,0.125,0,0.1,2
0.79125,0.125,0,0.1,2
0.79375,0.125,0,0.1,2
0.79625,0.125,0,0.1,2
0.79875,0.125,0,0.1,2
0.80125,0.125,0,0.1,2
0.80375,0.125,0,0.1,2
0.80625,0.125,0,0.1,2
0.80875,0.125,0,0.1,2
0.81125,0.125,0,0.1,2
0.81375,0.125,0,0.1,2
0.81625,0.125,0,0.1,2
0.81875,0.125,0,0.1,2
0.82125,0.125,0,0.1,2
0.82375,0.125,0,0.1,2
0.82625,0.125,0,0.1,2
0.82875,0.125,0,0.1,2
0.83125,0.125,0,0.1,2
0.83375,0.125,0,0.1,2
0.83625,0.125,0,0.1,2
0.83875,0.125,0,0.1,2
0.84125,0.125,0,0.1,2
0.84375,0.125,0,0.1,2
0.84625,0.125,0,0.1,2
0.84875,0.125,0,0.1,2
0.85125,0.125,0,0.1,2
0.85375,0.125,0,0.1,2
0.85625,0.125,0,0.1,2
0.85875,0.125,0,0.1,2
0.86125,0.125,0,0.1,2
0.86375,0.125,0,0.1,2
0.86625,0.125,0,0.1,2
0.86875,0.125,0,0.1,2
0.87125,0.125,0,0.1,2
0.87375,0.125,0,0.1,2
0.87625,0.125,0,0.1,2
0.87875,0.125,0,0.1,2
0.88125,0.125,0,0.1,2
0.88375,0.125,0,0.1,2
0.88625,0.125,0,0.1,2
0.88875,0.125,0,0.1,2
0.89125,0.125,0,0.1,2
0.89375,0.125,0,0.1,2
0.89625,0.125,0,0.1,2
0.89875,0.125,0,0.1,2
0.90125,0.125,0,0.1,2
0.90375,0.125,0,0.1,2
0.90625,0.125,0,0.1,2
0.90875,0.125,0,0.1,2
0.91125,0.125,0,0.1,2
0.91375,0.125,0,0.1,2
0.91625,0.125,0,0.1,2
0.91875,0.125,0,0.1,2
0.92125,0.125,0,0.1,2
0.92375,0.125,0,0.1,2
0.92625,0.125,0,0.1,2
0.92875,0.125,0,0.1,2
0.93125,0.125,0,0.1,2
0.93375,0.125,0,0.1,2
0.93625,0.125,0,0.1,2
0.93875,0.125,0,0.1,2
0.94125,0.125,0,0.1,2
0.94375,0.125,0,0.1,2
0.94625,0.125,0,0.1,2
0.94875,0.125,0,0.1,2
0.95125,0.125,0,0.1,2
0.95375,0.125,0,0.1,2
0.95625,0.125,0,0.1,2
0.95875,0.125,0,0.1,2
0.96125,0.125,0,0.1,2
0.96375,0.125,0,0.1,2
0.96625,0.125,0,0.1,2
0.96875,0.125,0,0.1,2
0.97125,0.125,0,0.1,2
0.97375,0.125,0,0.1,2
0.97625,0.125,0,0.1,2
0.97875,0.125,0,0.1,2
0.98125,0.125,0,0.1,2
0.98375,0.125,0,0.1,2
0.98625,0.125,0,0.1,2
0.98875,0.125,0,0.1,2
0.99125,0.125,0,0.1,2
0.99375,0.125,0,0.1,2
0.99625,0.125,0,0.1,2
0.99875,0.125,0,0.1,2
